bnk_trn_ref|exec_dt|debit_account_no|credit_account_no|amount|trn_desc
M20171S99896|2013-07-12 00:00:00|CH0240900251892652380|CH7557621605158040369|45249.73|Payment of invoice(s) Harper, Clementine
B10056I56973|2010-04-23 00:00:00|CH0236918036799637910|CH5088638921249011890|18063.82|Payment of invoice(s) FreeTime
U22720L30376|2008-12-05 00:00:00|CH0204884126669364759|CH4859972362682465663|18058.05|Payment of invoice(s) Time  Council
D40401D14584|2009-09-04 00:00:00|CH0200974687337280877|CH3068272525733417130|14714.68|Payment of invoice(s) Realtime Time
N18445C55291|2011-05-20 00:00:00|CH0231003557422817970|CH9387343052322901266|9735.86|Payment of invoice(s) Displaytech
R95293G85939|2014-05-16 00:00:00|CH0218229960514553128|CH7794913888074892430|7426.93|Payment of invoice(s) Time  Utopia
U19548F59864|2014-01-31 00:00:00|CH0246225152084380466|CH9797517066913638834|53800.29|Payment of invoice(s) OpenSource Time
R79152Y22790|2013-02-01 00:00:00|CH0219850911967777927|CH5016167931570684520|22444.28|Payment of invoice(s) Lighthouse Time
H87571F41442|2012-02-10 00:00:00|CH0206550793273688901|CH2545663419699556099|37153.52|Payment of invoice(s) Nunez, Ivory
D97346J77759|2016-06-10 00:00:00|CH0206550793273688901|CH5039837041721813617|891.53|Payment of invoice(s) Valent Technologies
O78285P66496|2013-01-11 00:00:00|CH0246225152084380466|CH8840689666966586589|60736.37|Payment of invoice(s) Grok
F31139M57706|2013-04-26 00:00:00|CH0240522825785605571|CH6067246472234989020|20083.44|Payment of invoice(s) Nikuda
J56201J64368|2015-04-10 00:00:00|CH0250407194135228410|CH3660100928827682021|5967.58|Payment of invoice(s) Semantic Time
M48602R68071|2008-06-20 00:00:00|CH0251073611707606644|CH9791001388567356681|5540.05|Payment of invoice(s) Saint Time
Q56423R64292|2011-05-13 00:00:00|CH0249176139269086161|CH9387343052322901266|77342.41|Payment of invoice(s) Displaytech
I63557J85237|2005-08-19 00:00:00|CH0206550793273688901|CH4172365192949087501|46095.54|Payment of invoice(s) Beyond Time
E99963J73815|2011-07-22 00:00:00|CH0231003557422817970|CH3792097181326358410|16047.35|Payment of invoice(s) Triad Time
B77970P89314|2014-01-24 00:00:00|CH0231003557422817970|CH8515468004216856140|61945.19|Payment of invoice(s) SecondTime
L48246O75682|2014-06-27 00:00:00|CH0206550793273688901|CH9681610501955543047|37800.00|Payment of invoice(s) Bernard, Willa
U78980X22892|2012-12-07 00:00:00|CH0200974687337280877|CH5113429654953071542|51214.56|Payment of invoice(s) Technohabitat
V98124W92915|2013-03-22 00:00:00|CH0234143718846267688|CH7557621605158040369|9738.19|Payment of invoice(s) Harper, Clementine
H48304P21456|2016-05-13 00:00:00|CH0230382548836512713|CH9436656786623704266|31844.63|Payment of invoice(s) Sign of the Times Advertising Agency
V32694M60870|2010-06-25 00:00:00|CH0200974687337280877|CH2942996515512723075|47157.80|Payment of invoice(s) Wells, Julie
F64684C15971|2015-03-27 00:00:00|CH0230382548836512713|CH1006820597721560021|4057.60|Payment of invoice(s) Time  Cupid
P59692P44511|2015-03-13 00:00:00|CH0246225152084380466|CH9681610501955543047|22573.52|Payment of invoice(s) Bernard, Willa
D17458E33388|2011-12-16 00:00:00|CH0210540037202341452|CH7662760544240052921|12176.95|Payment of invoice(s) Zytrex
M84551H48287|2012-02-24 00:00:00|CH0248281695366099688|CH2284113576710807414|4004.02|Payment of invoice(s) NorthStar Time
Z57077D24091|2013-02-01 00:00:00|CH0228315136202810440|CH5016167931570684520|12626.69|Payment of invoice(s) Lighthouse Time
S42908P31532|2008-08-15 00:00:00|CH0240522825785605571|CH8871083503612224843|49623.75|Payment of invoice(s) Nationwide Time
H60251Y92498|2008-08-08 00:00:00|CH0240900251892652380|CH8871083503612224843|6332.48|Payment of invoice(s) Nationwide Time
S52882L83374|2013-12-20 00:00:00|CH0211681954985788087|CH9797517066913638834|695.60|Payment of invoice(s) OpenSource Time
H60801G58377|2015-04-17 00:00:00|CH0231003557422817970|CH3660100928827682021|23301.43|Payment of invoice(s) Semantic Time
W24852H35124|2013-03-22 00:00:00|CH0206003498982695304|CH2776009455955283091|9151.89|Payment of invoice(s) Aeora
J31453O91924|2012-09-21 00:00:00|CH0231003557422817970|CH8016460903045779129|7725.68|Payment of invoice(s) WriteTech
L85641H99105|2012-11-23 00:00:00|CH0210540037202341452|CH0975382478571743488|30899.90|Payment of invoice(s) Catalyst Time
O86057J72704|2013-09-06 00:00:00|CH0215694012443589673|CH8988352604215975853|31715.49|Payment of invoice(s) Time  Urban
O16488F64524|2014-05-09 00:00:00|CH0200974687337280877|CH3944952886896151839|15632.61|Payment of invoice(s) enCycle
G65485A19253|2007-12-14 00:00:00|CH0231003557422817970|CH7227334560974386858|5753.78|Payment of invoice(s) Turnkey Time
U34134S29160|2016-05-13 00:00:00|CH0240522825785605571|CH4385645604347036714|43433.33|Payment of invoice(s) Just Time
E36547M32485|2010-04-16 00:00:00|CH0211681954985788087|CH7164967580455939097|5027.28|Payment of invoice(s) RedHot Time
J71766M86460|2015-04-24 00:00:00|CH0201609149519657198|CH4702748652329494055|22014.83|Payment of invoice(s) Contreras, Myles
J62278P86435|2004-12-31 00:00:00|CH0250407194135228410|CH6353846276666583183|22044.50|Payment of invoice(s) Goodman, Colorado
V81419B21334|2006-03-10 00:00:00|CH0234515455801405036|CH1396683322404415097|8534.26|Payment of invoice(s) Cytrex
Q40056I73292|2015-12-04 00:00:00|CH0234515455801405036|CH7010391221892072726|52964.88|Payment of invoice(s) Time  Avatar
X75843Z69382|2016-04-08 00:00:00|CH0250407194135228410|CH9460991585208143427|6512.72|Payment of invoice(s) Zentime
U30336D46286|2012-05-25 00:00:00|CH0214151982011227631|CH4574413380911406657|9641.35|Payment of invoice(s) Time  Alternative
A83081Z83784|2012-09-14 00:00:00|CH0207993305365962502|CH7455625517759336763|9697.94|Payment of invoice(s) Holland, Ray
X85789T32127|2011-10-14 00:00:00|CH0237130733821422792|CH4858680069098133364|9358.75|Payment of invoice(s) Time  North
Z27800M83317|2016-01-22 00:00:00|CH0234139622897026693|CH9436656786623704266|3865.86|Payment of invoice(s) Sign of the Times Advertising Agency
I26960J16956|2014-05-09 00:00:00|CH0246225152084380466|CH8016460903045779129|16715.74|Payment of invoice(s) WriteTech
X70114Y27979|2015-03-20 00:00:00|CH0225122731249592892|CH9797517066913638834|15617.02|Payment of invoice(s) OpenSource Time
W50171O29671|2012-01-13 00:00:00|CH0228112131218563569|CH4827927844570438723|27602.46|Payment of invoice(s) Ebony Time
A23856C68833|2015-04-24 00:00:00|CH0214401606376708007|CH4702748652329494055|2819.36|Payment of invoice(s) Contreras, Myles
W54964X44612|2015-09-04 00:00:00|CH0250407194135228410|CH9204116784019962130|3520.10|Payment of invoice(s) OneStop Time
M39807Y15562|2015-09-04 00:00:00|CH0236918036799637910|CH5039837041721813617|6483.92|Payment of invoice(s) Valent Technologies
X68650O98066|2016-03-04 00:00:00|CH0227578004931115071|CH9460991585208143427|23094.76|Payment of invoice(s) Zentime
B21038H22601|2011-07-15 00:00:00|CH0214894598926922337|CH8899736044866815340|5401.51|Payment of invoice(s) Spare Time
D27805S36886|2014-04-04 00:00:00|CH0251073611707606644|CH1358263686244215866|4521.08|Payment of invoice(s) Genmex
I81565T39474|2011-04-29 00:00:00|CH0234515455801405036|CH9467652252739966512|6904.77|Payment of invoice(s) Americas Time
H18452C54446|2014-12-19 00:00:00|CH0236918036799637910|CH1006820597721560021|52985.12|Payment of invoice(s) Time  Cupid
H93420B92207|2013-05-17 00:00:00|CH0251073611707606644|CH5088079216680893260|1231.75|Payment of invoice(s) Sapphire Time
I32289W40709|2011-11-18 00:00:00|CH0214151982011227631|CH6389002244580245381|850.24|Payment of invoice(s) Sin Thesis
T24508Q92556|2011-10-28 00:00:00|CH0240900251892652380|CH3565565295426810320|4581.55|Payment of invoice(s) Progressive Time
E14687U87606|2011-11-11 00:00:00|CH0214151982011227631|CH1666656057224772762|25902.27|Payment of invoice(s) Pinpoint Matrix Systems
K75158A17979|2015-02-06 00:00:00|CH0234515455801405036|CH8016460903045779129|25254.62|Payment of invoice(s) WriteTech
H19590U73552|2015-01-09 00:00:00|CH0236918036799637910|CH9053624541702450052|15516.15|Payment of invoice(s) Eleventh Hour Events Planning
Q13529X19854|2013-06-21 00:00:00|CH0218229960514553128|CH9053624541702450052|763.94|Payment of invoice(s) Eleventh Hour Events Planning
B20015V87637|2011-07-15 00:00:00|CH0214401606376708007|CH3792097181326358410|926.39|Payment of invoice(s) Triad Time
G59067V17613|2011-11-25 00:00:00|CH0228315136202810440|CH8155439414540683115|13674.46|Payment of invoice(s) Keystone Time
Q13116H84567|2011-07-08 00:00:00|CH0240900251892652380|CH3565565295426810320|14326.75|Payment of invoice(s) Progressive Time
U43525Y33271|2012-07-20 00:00:00|CH0228315136202810440|CH9550700497041359716|34343.25|Payment of invoice(s) Lifetime Time
V10579W41160|2016-04-29 00:00:00|CH0209336657619956939|CH3276374414353537218|2096.52|Payment of invoice(s) Time  Iron
Q99593E55287|2016-01-08 00:00:00|CH0231003557422817970|CH9204116784019962130|6334.17|Payment of invoice(s) OneStop Time
V43111W67606|2011-12-16 00:00:00|CH0250407194135228410|CH7662760544240052921|12953.98|Payment of invoice(s) Zytrex
S23588L34470|2012-03-09 00:00:00|CH0234515455801405036|CH7319445800904089133|36324.22|Payment of invoice(s) Vibrant Time
E37499U71231|2012-06-22 00:00:00|CH0210540037202341452|CH5966588287840537342|177.05|Payment of invoice(s) Ultrimax
Q95606H79677|2005-12-23 00:00:00|CH0214401606376708007|CH4154911007648432776|8000.09|Payment of invoice(s) Tuliptime Tunefest
W51805W65045|2016-06-17 00:00:00|CH0236918036799637910|CH9681610501955543047|15920.86|Payment of invoice(s) Bernard, Willa
D90392B79302|2014-07-25 00:00:00|CH0225122731249592892|CH8988352604215975853|54220.76|Payment of invoice(s) Time  Urban
H25165M79570|2013-01-18 00:00:00|CH0246225152084380466|CH9027477895350295117|10212.60|Payment of invoice(s) Cornerstone Time
Y38330R66348|2014-02-07 00:00:00|CH0214401606376708007|CH1358263686244215866|45052.07|Payment of invoice(s) Genmex
D65206S69515|2010-04-23 00:00:00|CH0250407194135228410|CH7164967580455939097|53629.08|Payment of invoice(s) RedHot Time
T19553G54976|2013-08-16 00:00:00|CH0249176139269086161|CH9053624541702450052|68283.03|Payment of invoice(s) Eleventh Hour Events Planning
S86010G15023|2013-05-31 00:00:00|CH0234143718846267688|CH9053624541702450052|26731.10|Payment of invoice(s) Eleventh Hour Events Planning
P93031O39350|2008-09-05 00:00:00|CH0228315136202810440|CH7593862183954112384|2898.79|Payment of invoice(s) Ancestor Dreamtime
B76095V14147|2010-06-25 00:00:00|CH0234143718846267688|CH2942996515512723075|25272.05|Payment of invoice(s) Wells, Julie
L40250J80338|2016-05-13 00:00:00|CH0207993305365962502|CH5039837041721813617|29010.54|Payment of invoice(s) Valent Technologies
P90085T32944|2012-02-03 00:00:00|CH0200974687337280877|CH2545663419699556099|26869.82|Payment of invoice(s) Nunez, Ivory
D31535C67444|2012-06-22 00:00:00|CH0228315136202810440|CH5966588287840537342|5416.71|Payment of invoice(s) Ultrimax
I65163J86892|2015-06-05 00:00:00|CH0209336657619956939|CH9681610501955543047|4118.12|Payment of invoice(s) Bernard, Willa
Z11929I42059|2015-08-28 00:00:00|CH0223943235385824696|CH9204116784019962130|4454.27|Payment of invoice(s) OneStop Time
X68210T72498|2012-03-09 00:00:00|CH0204884126669364759|CH4574413380911406657|13505.00|Payment of invoice(s) Time  Alternative
I21827X82349|2008-03-14 00:00:00|CH0228315136202810440|CH3099329427195986553|16627.10|Payment of invoice(s) Techade
F32337J31055|2011-09-23 00:00:00|CH0225122731249592892|CH7455625517759336763|13338.28|Payment of invoice(s) Holland, Ray
R99098M13025|2012-03-23 00:00:00|CH0214894598926922337|CH4296421323470854890|3352.13|Payment of invoice(s) Time  Hands
P90997X38848|2012-04-27 00:00:00|CH0236918036799637910|CH9298162976623746233|14646.28|Payment of invoice(s) Midnight Time
H55204K73019|2015-03-27 00:00:00|CH0250222882407221959|CH1006820597721560021|55140.98|Payment of invoice(s) Time  Cupid
G21461H61225|2013-12-20 00:00:00|CH0249176139269086161|CH6525051052542047010|10251.94|Payment of invoice(s) Suburban Time
F18345F68463|2015-09-11 00:00:00|CH0250222882407221959|CH1006820597721560021|7161.70|Payment of invoice(s) Time  Cupid
S40954U39326|2016-03-11 00:00:00|CH0218229960514553128|CH9436656786623704266|1265.25|Payment of invoice(s) Sign of the Times Advertising Agency
J38870V13668|2011-04-29 00:00:00|CH0250222882407221959|CH9467652252739966512|7589.25|Payment of invoice(s) Americas Time
A69764W67788|2015-11-06 00:00:00|CH0206550793273688901|CH1006820597721560021|37724.31|Payment of invoice(s) Time  Cupid
H83056Y60881|2013-10-11 00:00:00|CH0214151982011227631|CH8988352604215975853|64214.52|Payment of invoice(s) Time  Urban
E88057C96508|2012-03-02 00:00:00|CH0211681954985788087|CH5113429654953071542|33919.43|Payment of invoice(s) Technohabitat
O22306Q73296|2013-06-21 00:00:00|CH0234143718846267688|CH3662109453683414593|6752.37|Payment of invoice(s) Prism Time
F18107O69847|2015-04-24 00:00:00|CH0214894598926922337|CH4702748652329494055|8742.54|Payment of invoice(s) Contreras, Myles
Y48198T73866|2011-06-10 00:00:00|CH0236918036799637910|CH0309890016342600758|11316.60|Payment of invoice(s) Time  Nano
P51766B50646|2004-12-24 00:00:00|CH0206550793273688901|CH6353846276666583183|5588.66|Payment of invoice(s) Goodman, Colorado
L76767B49852|2013-03-08 00:00:00|CH0246225152084380466|CH0619016605702832070|10017.85|Payment of invoice(s) Pattern Time
R91599K24547|2009-02-20 00:00:00|CH0204884126669364759|CH5088638921249011890|23378.46|Payment of invoice(s) FreeTime
T27237M68359|2008-09-05 00:00:00|CH0214401606376708007|CH7593862183954112384|38900.00|Payment of invoice(s) Ancestor Dreamtime
N70590M85653|2014-06-20 00:00:00|CH0234139622897026693|CH4385645604347036714|11746.43|Payment of invoice(s) Just Time
D74613Y55154|2015-12-18 00:00:00|CH0224806721788063113|CH2825850289822331123|26522.37|Payment of invoice(s) Strickland, Leroy
H75432C49414|2013-12-13 00:00:00|CH0206003498982695304|CH1443469204088447401|34407.27|Payment of invoice(s) Neighborhood Time
Y10104N74688|2011-06-10 00:00:00|CH0207993305365962502|CH0309890016342600758|2642.37|Payment of invoice(s) Time  Nano
W85850W30363|2010-12-24 00:00:00|CH0249176139269086161|CH8729499478213548344|12207.24|Payment of invoice(s) CranialTech
E18933I25957|2012-02-10 00:00:00|CH0228315136202810440|CH9550700497041359716|10580.73|Payment of invoice(s) Lifetime Time
O26236C97979|2015-12-04 00:00:00|CH0237130733821422792|CH7010391221892072726|17741.38|Payment of invoice(s) Time  Avatar
Y46039Y18131|2012-06-22 00:00:00|CH0228315136202810440|CH5966588287840537342|231.55|Payment of invoice(s) Ultrimax
R56386U51771|2013-01-18 00:00:00|CH0214151982011227631|CH9027477895350295117|17958.33|Payment of invoice(s) Cornerstone Time
T61370B61926|2011-09-30 00:00:00|CH0200974687337280877|CH5331058502318833724|18489.19|Payment of invoice(s) Farrell, Samantha
P82212S54135|2016-04-01 00:00:00|CH0234143718846267688|CH9460991585208143427|51216.78|Payment of invoice(s) Zentime
E28369T26967|2011-04-29 00:00:00|CH0240522825785605571|CH8822873783116711340|26952.27|Payment of invoice(s) Cascade Time
H75099I55327|2013-05-03 00:00:00|CH0234143718846267688|CH7557621605158040369|10978.14|Payment of invoice(s) Harper, Clementine
I56212T88975|2013-02-08 00:00:00|CH0200974687337280877|CH7557621605158040369|17390.38|Payment of invoice(s) Harper, Clementine
Y43492W85378|2012-09-28 00:00:00|CH0209336657619956939|CH9550700497041359716|1123.27|Payment of invoice(s) Lifetime Time
Q57538H65835|2015-05-08 00:00:00|CH0234515455801405036|CH5039837041721813617|3494.04|Payment of invoice(s) Valent Technologies
B95335N51209|2015-04-10 00:00:00|CH0200974687337280877|CH3660100928827682021|54320.64|Payment of invoice(s) Semantic Time
E33153C42993|2011-01-28 00:00:00|CH0206550793273688901|CH6040350716936780372|23491.72|Payment of invoice(s) Technoracks
C18430I31512|2014-01-17 00:00:00|CH0237130733821422792|CH8515468004216856140|20879.67|Payment of invoice(s) SecondTime
R53206U27878|2011-03-18 00:00:00|CH0207993305365962502|CH6797399571480887339|12305.03|Payment of invoice(s) Shield Time
I90901B67949|2012-03-16 00:00:00|CH0240522825785605571|CH7319445800904089133|11766.26|Payment of invoice(s) Vibrant Time
E23423O52307|2014-01-24 00:00:00|CH0251073611707606644|CH8515468004216856140|22645.24|Payment of invoice(s) SecondTime
O90714N83530|2013-03-22 00:00:00|CH0209336657619956939|CH2776009455955283091|11014.78|Payment of invoice(s) Aeora
Z25367H17931|2008-03-14 00:00:00|CH0209336657619956939|CH4691395643275573987|10705.20|Payment of invoice(s) BizTech
P95215D23829|2015-04-10 00:00:00|CH0223943235385824696|CH3660100928827682021|2131.83|Payment of invoice(s) Semantic Time
G11716K90677|2015-11-27 00:00:00|CH0210540037202341452|CH7010391221892072726|31228.54|Payment of invoice(s) Time  Avatar
E77847K59301|2008-04-04 00:00:00|CH0240522825785605571|CH9449043298339965395|30421.64|Payment of invoice(s) Sigh Co.
W36958L66676|2013-10-25 00:00:00|CH0228112131218563569|CH8119090900291807523|59684.94|Payment of invoice(s) Techmania
L95612X19157|2010-12-17 00:00:00|CH0214151982011227631|CH8729499478213548344|39506.91|Payment of invoice(s) CranialTech
V12906M26794|2011-03-04 00:00:00|CH0209049493360060612|CH3565565295426810320|7353.60|Payment of invoice(s) Progressive Time
T85798I78279|2014-05-09 00:00:00|CH0227578004931115071|CH9053624541702450052|8560.57|Payment of invoice(s) Eleventh Hour Events Planning
K18709E74300|2013-05-24 00:00:00|CH0240522825785605571|CH5088079216680893260|4126.67|Payment of invoice(s) Sapphire Time
P64750D38284|2016-08-12 00:00:00|CH0211681954985788087|CH9436656786623704266|18358.25|Payment of invoice(s) Sign of the Times Advertising Agency
R94581J15668|2013-03-22 00:00:00|CH0207993305365962502|CH2776009455955283091|4484.90|Payment of invoice(s) Aeora
